gene_symbol,gene_orf,degree,abs_delta_cb,delta_cb_plus,delta_cb_minus,cb_baseline,cb_stress,abs_log2fc,ethanol_phenotype,cb_zscore,predicted_log_odds_contribution,weight_perm_pval,temporal_null_pval,rank_abs_delta_cb,rank_delta_cb_plus,rank_delta_cb_minus,mean_expr,var_expr
SFT2,YBL102W,9,0.0004023011307280302,-0.0004023011307280302,0.0004023011307280302,6.347946835945249e-06,0.00040864907756397545,0.0809146315425755,0,-0.051474310669073924,0.04179623226974458,0.2549019607843137,0.09803921568627451,987,4293,751,6.551287642616724,0.21935589183111634
SSF1,YHR066W,105,0.0004019705084969914,-0.0004019705084969914,0.0004019705084969914,7.412550419890234e-05,0.0004760960126958937,0.4317380565623683,1,-0.051643709611480175,0.04193378122282487,0.1568627450980392,0.09803921568627451,988,4292,752,6.358216486009407,0.16033918018317064
MSM1,YGR171C,17,0.00040071414401904386,-0.00040071414401904386,0.00040071414401904386,0.0,0.00040071414401904386,0.3195979800734267,1,-0.05228742559262395,0.04245646724453,0.058823529411764705,0.058823529411764705,989,4290,753,5.345915053317041,0.23635183010087168
CDC40,YDR364C,64,0.00040071414401904386,-0.00040071414401904386,0.00040071414401904386,4.364213449712359e-05,0.00044435627851616746,0.4981634815526155,1,-0.05228742559262395,0.04245646724453,0.17647058823529413,0.0392156862745098,990,4290,753,5.487631758705939,0.2656375593541795
SMB1,YER029C,116,0.0004002049857832438,-0.0004002049857832438,0.0004002049857832438,0.0017501620048932093,0.002150366990676453,0.6640098242372936,0,-0.052548299963929714,0.04266829263227376,0.7647058823529411,0.7058823529411765,991,4289,755,5.164790859402107,1.3019451342724682
YAT1,YAR035W,5,0.0003999206506645507,-0.0003999206506645507,0.0003999206506645507,0.0003102559016068241,0.0007101765522713748,0.3103429085438174,0,-0.052693983054398964,0.042786584731922706,0.0392156862745098,0.09803921568627451,992,4287,756,4.343696237392304,2.5326266505742896
MAD1,YGL086W,16,0.0003999206506645507,-0.0003999206506645507,0.0003999206506645507,9.045824241221981e-05,0.0004903788930767705,0.5416728220496783,1,-0.052693983054398964,0.042786584731922706,0.2549019607843137,0.058823529411764705,993,4287,756,5.958011397162553,0.19684170723448174
ADK1,YDR226W,8,0.00039833366395556437,0.00039833366395556437,-0.00039833366395556437,0.00039912715731005755,7.934933544931562e-07,0.4928582392460576,1,-0.05350709797794896,0.04344681970670809,0.49019607843137253,0.3333333333333333,994,237,4807,9.401858280096327,0.13530621241024562
BRE2,YLR015W,27,0.0003979369172783178,-0.0003979369172783178,0.0003979369172783178,8.768101567149376e-05,0.00048561793294981157,0.2034588176267142,0,-0.05371037670883646,0.043611878450404436,0.3137254901960784,0.17647058823529413,995,4286,758,5.933069914938856,0.2746183149701661
PHO8,YDR481C,8,0.00039595318389208493,0.00039595318389208493,-0.00039595318389208493,0.00039595318389208493,0.0,0.028922614438156,0,-0.05472677036327395,0.044437172168886166,0.39215686274509803,0.5686274509803921,996,238,4806,6.5761720975403595,0.04403332268727605
PPH3,YDR075W,26,0.00039595318389208493,-0.00039595318389208493,0.00039595318389208493,0.0004745090259869074,0.0008704622098789923,0.6977544669242874,1,-0.05472677036327395,0.044437172168886166,0.3137254901960784,0.5882352941176471,997,4285,759,5.346293449033029,0.6422388745731058
GAL11,YOL051W,38,0.00039436619718309857,-0.00039436619718309857,0.00039436619718309857,7.855584209482246e-05,0.00047292203927792105,0.9340307035495794,0,-0.05553988528682398,0.04509740714367159,0.13725490196078433,0.11764705882352941,998,4284,760,6.227109869767109,0.2710487077288639
APL4,YPR029C,26,0.00039396945050585206,0.00039396945050585206,-0.00039396945050585206,0.0008526086094028963,0.0004586391588970443,0.8859641276809871,0,-0.05574316401771144,0.0452624658873679,0.7254901960784313,0.9019607843137255,999,239,4805,6.469885761805048,0.14517233290486165
SAC3,YDR159W,60,0.0003935727038286055,-0.0003935727038286055,0.0003935727038286055,0.0004705415592144416,0.0008641142630430471,0.9931756682948604,1,-0.05594644274859893,0.04542752463106424,0.5686274509803921,0.45098039215686275,1000,4282,761,5.766161286096947,0.2529429808790488
UBC7,YMR022W,20,0.0003935727038286055,-0.0003935727038286055,0.0003935727038286055,9.521920253917874e-05,0.0004887919063677842,1.9775010548726577,0,-0.05594644274859893,0.04542752463106424,0.058823529411764705,0.19607843137254902,1001,4282,761,6.168683974804432,0.9915042150002706
YPL096C-A,YPL096C-A,5,0.00039357270382860544,-0.00039357270382860544,0.00039357270382860544,0.0,0.00039357270382860544,0.0,0,-0.05594644274859896,0.04542752463106427,0.13725490196078433,1.0,1002,4278,763,0.0,0.0
MRPL20,YKR085C,76,0.00039357270382860544,-0.00039357270382860544,0.00039357270382860544,0.0,0.00039357270382860544,0.6023252282884339,0,-0.05594644274859896,0.04542752463106427,0.45098039215686275,0.11764705882352941,1003,4278,763,5.89819952648783,0.43453461515818687
INP52,YNL106C,10,0.00039357270382860544,-0.00039357270382860544,0.00039357270382860544,1.1108906962904186e-05,0.00040468161079150965,0.0496278596756774,0,-0.05594644274859896,0.04542752463106427,0.17647058823529413,0.09803921568627451,1004,4278,763,5.048731586111292,0.14439523509321361
OCA2,YNL056W,4,0.00039357270382860544,-0.00039357270382860544,0.00039357270382860544,0.0,0.00039357270382860544,1.594827698989972,0,-0.05594644274859896,0.04542752463106427,0.0196078431372549,0.0392156862745098,1005,4278,763,6.82637772765266,0.7203861119348969
ACE2,YLR131C,18,0.0003919857171196192,-0.0003919857171196192,0.0003919857171196192,0.0001793294981154533,0.0005713152152350725,0.5020378309480105,0,-0.056759557672148936,0.04608775960584963,0.6274509803921569,0.09803921568627451,1006,4277,767,5.922074458560717,0.2509586746519794
RNH70,YGR276C,3,0.00039119222376512595,-0.00039119222376512595,0.00039119222376512595,2.3804800634794686e-06,0.00039357270382860544,0.1903211573732806,1,-0.05716611513392398,0.04641787709324237,0.0196078431372549,0.11764705882352941,1007,4276,768,5.9417139277588085,0.07768579019209909
SGO1,YOR073W,19,0.0003911922237651258,0.0003911922237651258,-0.0003911922237651258,0.0004729220392779209,8.172981551279509e-05,0.2568407645378752,0,-0.05716611513392406,0.04641787709324244,0.39215686274509803,0.6862745098039216,1008,240,4804,4.990215010147008,0.1738306915912664
GLN3,YER040W,22,0.0003903987304106329,-0.0003903987304106329,0.0003903987304106329,0.0002570918468557826,0.0006474905772664155,0.2132313774163599,1,-0.05757267259569893,0.04674799458063503,0.39215686274509803,0.09803921568627451,1009,4274,769,5.373747177812978,0.21912462873818608
TBF1,YPL128C,11,0.0003903987304106329,-0.0003903987304106329,0.0003903987304106329,0.0002301130728030153,0.0006205118032136482,0.4363349335069433,0,-0.05757267259569893,0.04674799458063503,0.058823529411764705,0.0784313725490196,1010,4274,769,6.112311942417677,0.11707178859003535
CDC34,YDR054C,35,0.0003896052370561397,-0.0003896052370561397,0.0003896052370561397,0.00020868875223170008,0.0005982939892878398,0.1054476569197859,0,-0.05797923005747395,0.047078112068027735,0.5294117647058824,0.47058823529411764,1011,4273,771,6.919210699193641,0.17528408591267025
GCN1,YGL195W,133,0.0003894729881637241,-0.0003894729881637241,0.0003894729881637241,0.00045758116775772013,0.0008470541559214442,0.7641154476159624,1,-0.05804698963443648,0.04713313164925988,0.8627450980392157,0.49019607843137253,1012,4272,772,8.478169701303381,0.09459934272142959
CKA1,YIL035C,162,0.0003881823664425607,-0.0003881823664425607,0.0003881823664425607,0.002722056645546678,0.0031102390119892385,0.7668812863438763,1,-0.05870825779515478,0.0476700697311636,0.9019607843137255,0.9215686274509803,1013,4271,773,6.392282643765556,0.3325760169892968
HRB1,YNL004W,34,0.0003872247569926602,-0.0003872247569926602,0.0003872247569926602,3.80876810156715e-05,0.0004253124380083317,0.1737090911123431,0,-0.05919890244279896,0.04806846453020583,0.19607843137254902,0.058823529411764705,1014,4270,774,6.537175324033558,0.16837994282533095
UTP25,YIL091C,65,0.00038705373633660475,-0.00038705373633660475,0.00038705373633660475,4.315350405125096e-05,0.0004302072403878557,0.0609259944601774,0,-0.05928652727726455,0.04813961435011244,0.2549019607843137,0.058823529411764705,1015,4269,775,6.187316529349039,0.06246255322550709
INA22,YIR024C,7,0.0003864312636381671,-0.0003864312636381671,0.0003864312636381671,3.1739734179726247e-06,0.0003896052370561397,2.705187763794867,1,-0.05960545990457395,0.048398582017598515,0.1568627450980392,0.09803921568627451,1016,4267,776,5.458661823587365,1.9044946972949266
PRT1,YOR361C,97,0.0003864312636381671,-0.0003864312636381671,0.0003864312636381671,0.000264233287046221,0.0006506645506843881,0.2351290978654834,0,-0.05960545990457395,0.048398582017598515,0.5098039215686274,0.43137254901960786,1017,4267,776,8.239979995207813,0.030069206545629903
SRV2,YNL138W,19,0.0003863898362742778,-0.0003863898362742778,0.0003863898362742778,3.6647283440446966e-05,0.00042303711971472476,0.5316083589625507,0,-0.05962668579615261,0.04841581706714114,0.3333333333333333,0.29411764705882354,1018,4266,778,8.170017618260616,0.09449328836943902
ZIP1,YDR285W,7,0.00038524102360642734,-0.00038524102360642734,0.00038524102360642734,1.0712160285657609e-05,0.00039595318389208493,1.17003085008156,1,-0.060215296097236456,0.048893758248687566,0.0784313725490196,0.1568627450980392,1019,4265,779,4.522337783805648,0.6716425198678492
SMC4,YLR086W,20,0.00038405078357468765,0.00038405078357468765,-0.00038405078357468765,0.0008434834358262251,0.0004594326522515374,0.4001835025361107,0,-0.060825132289898935,0.04938893447977659,0.7450980392156863,0.8823529411764706,1020,241,4803,5.949083869993555,0.09921334496555441
TPS2,YDR074W,5,0.0003840507835746876,-0.0003840507835746876,0.0003840507835746876,0.0001301329101368776,0.0005141836937115652,0.9498047753043304,1,-0.06082513228989896,0.04938893447977662,0.0196078431372549,0.0392156862745098,1021,4263,780,8.009692913875735,0.2931195770104309
SWC4,YGR002C,48,0.0003840507835746876,-0.0003840507835746876,0.0003840507835746876,1.9837333862328903e-05,0.00040388811743701647,0.3436895586939386,0,-0.06082513228989896,0.04938893447977662,0.49019607843137253,0.2549019607843137,1022,4263,780,5.904158587999257,0.1422433918894573
URM1,YIL008W,6,0.0003840507835746876,0.0003840507835746876,-0.0003840507835746876,0.0003840507835746876,0.0,3.4550908719212394,0,-0.06082513228989896,0.04938893447977662,0.35294117647058826,0.6078431372549019,1023,242,4802,1.4613686544863203,3.635038982020723
SPO21,YOL091W,6,0.00038325729022019447,-0.00038325729022019447,0.00038325729022019447,9.521920253917874e-06,0.0003927792104741123,2.538447103147451,0,-0.06123168975167395,0.0497190519671693,0.0392156862745098,0.0196078431372549,1024,4262,782,3.3180502664338176,2.0453665184991423
UBA1,YKL210W,31,0.0003832572902201944,0.0003832572902201944,-0.0003832572902201944,0.000792699861138663,0.0004094425709184686,0.7146550702359775,0,-0.06123168975167398,0.049719051967169324,0.49019607843137253,0.5490196078431373,1025,243,4801,9.091123479749175,0.1039187181441437
VTI1,YMR197C,41,0.00038246379686570123,-0.00038246379686570123,0.00038246379686570123,0.0002317000595120016,0.0006141638563777028,0.0845859748879869,0,-0.06163824721344899,0.050049169454562024,0.21568627450980393,0.27450980392156865,1026,4260,783,6.536357083656751,0.1435719610461849
RPN9,YDR427W,62,0.00038246379686570123,-0.00038246379686570123,0.00038246379686570123,2.1424320571315218e-05,0.00040388811743701647,0.0936121769535294,0,-0.06163824721344899,0.050049169454562024,0.7058823529411765,0.4117647058823529,1027,4260,783,7.068461417886806,0.10694861855768467
MSH4,YFL003C,35,0.0003816703035112081,-0.0003816703035112081,0.0003816703035112081,3.888117437016465e-05,0.0004205514778813728,2.006049088095394,0,-0.062044804675223976,0.05037928694195471,0.0784313725490196,0.17647058823529413,1028,4259,785,3.482513709810603,1.3860951686514251
SNF2,YOR290C,49,0.0003816041790650004,-0.0003816041790650004,0.0003816041790650004,0.00016273226211730476,0.0005443364411823052,0.8489079308052272,0,-0.06207868446370519,0.05040679673257074,0.7647058823529411,0.39215686274509803,1029,4258,786,6.754997343656962,0.17921447592078465
JJJ1,YNL227C,12,0.0003800833168022218,-0.0003800833168022218,0.0003800833168022218,5.395754810553462e-05,0.00043404086490775643,0.3603122615487475,0,-0.06285791959877397,0.0510395219167401,0.19607843137254902,0.0784313725490196,1030,4257,787,5.766758591380528,0.2976955272415075
ARP9,YMR033W,52,0.0003784963300932355,-0.0003784963300932355,0.0003784963300932355,0.00014997024399920653,0.000528466574092442,0.3302919850174968,0,-0.06367103452232398,0.05169975689152549,0.47058823529411764,0.47058823529411764,1031,4256,788,6.444851595625346,0.06119971167940679
HCR1,YLR192C,70,0.0003780995834159889,-0.0003780995834159889,0.0003780995834159889,2.5391787343780997e-05,0.0004034913707597699,0.321698598121781,0,-0.06387431325321147,0.051864815635221835,0.19607843137254902,0.1568627450980392,1032,4255,789,7.831008606130013,0.05297888915778106
LOA1,YPR139C,6,0.0003777028367387424,0.0003777028367387424,-0.0003777028367387424,0.0003777028367387424,0.0,0.1659583050092674,0,-0.06407759198409893,0.05202987437891815,0.6274509803921569,0.7647058823529411,1033,244,4800,6.434612985342463,0.1731172199491848
CNB1,YKL190W,17,0.0003769093433842492,-0.0003769093433842492,0.0003769093433842492,8.728426899424717e-06,0.0003856377702836739,1.2920861470631184,0,-0.06448414944587398,0.052359991866310886,0.17647058823529413,0.1568627450980392,1034,4254,790,6.674569057034103,0.5246707650062121
MEP1,YGR121C,5,0.00037690934338424913,-0.00037690934338424913,0.00037690934338424913,9.521920253917874e-06,0.00038643126363816703,2.0846641105917847,0,-0.06448414944587401,0.05235999186631091,0.058823529411764705,0.11764705882352941,1035,4253,791,4.552915325275025,1.4347309259056624
MAK5,YBR142W,54,0.0003753223566752629,-0.0003753223566752629,0.0003753223566752629,2.6185280698274155e-05,0.00040150763737353704,0.7428902697510305,0,-0.06529726436942397,0.05302022684109627,0.5686274509803921,0.17647058823529413,1036,4252,792,6.6259330798788145,0.11655041851928487
YMR150C,YMR150C,3,0.0003745288633207697,-0.0003745288633207697,0.0003745288633207697,1.904384050783575e-05,0.00039357270382860544,1.1753251848400268,0,-0.065703821831199,0.05335034432848899,0.21568627450980393,0.3137254901960784,1037,4251,793,5.712005043893216,1.9824876814253978
MDM30,YLR368W,7,0.0003745288633207697,0.0003745288633207697,-0.0003745288633207697,0.00038643126363816703,1.1902400317397343e-05,0.2248869662437362,0,-0.065703821831199,0.05335034432848899,0.9019607843137255,0.47058823529411764,1038,245,4799,5.821756994830009,0.5398785298326655
EMC2,YJR088C,9,0.0003725451299345368,-0.0003725451299345368,0.0003725451299345368,2.1027573894068637e-05,0.00039357270382860544,0.2973743098541721,0,-0.06672021548563649,0.05417563804697072,0.0392156862745098,0.13725490196078433,1039,4250,794,6.559383258489623,0.08446612026597687
ISW1,YBR245C,101,0.00037235998148515536,-0.00037235998148515536,0.00037235998148515536,0.0020692190702902864,0.0024415790517754417,0.5341342126619582,1,-0.06681507889338384,0.054252665460695564,0.8823529411764706,0.8431372549019608,1040,4249,795,6.7834884146216226,0.054338069198258517
BET2,YPR176C,15,0.00037214838325729026,-0.00037214838325729026,0.00037214838325729026,1.825034715334259e-05,0.0003903987304106328,1.1407771125918345,0,-0.06692349421652398,0.05434069679066706,0.27450980392156865,0.23529411764705882,1041,4248,796,5.5722529369334115,0.4468068121245516
FBP1,YLR377C,17,0.00037175163658004364,-0.00037175163658004364,0.00037175163658004364,9.640944257091848e-05,0.00046816107915096213,2.1229212758161826,0,-0.0671267729474115,0.054505755534363425,0.49019607843137253,0.3333333333333333,1042,4247,797,3.1687474277685546,3.1323475664270983
ECI1,YLR284C,16,0.00036976790319381077,-0.00036976790319381077,0.00036976790319381077,1.904384050783575e-05,0.0003888117437016465,0.9817360625609916,0,-0.06814316660184899,0.055331049252845155,0.21568627450980393,0.49019607843137253,1043,4245,798,5.132761936067083,0.7413827589300332
GCD6,YDR211W,22,0.00036976790319381077,-0.00036976790319381077,0.00036976790319381077,8.172981551279509e-05,0.00045149771870660587,0.3906236936006309,0,-0.06814316660184899,0.055331049252845155,0.4117647058823529,0.19607843137254902,1044,4245,798,7.164221186644473,0.06665011536951827
RIM11,YMR139W,19,0.0003693711565165642,-0.0003693711565165642,0.0003693711565165642,0.00030747867486609804,0.0006768498313826622,0.9340327437627912,0,-0.06834644533273648,0.0554961079965415,0.29411764705882354,0.7450980392156863,1045,4244,800,6.443439507965661,0.3512496209350322
